Time,Gender,Accel_Frontal,Accel_Vertical,Accel_Lateral,Id_Antenna,RSSI,Phase,Frequency,Output
68.5,M,1.2101,-0.07119600000000001,0.043332,3,-51.0,1.2901,921.75,3
68.6,M,1.2101,-0.07119600000000001,0.043332,4,-63.0,6.2387,921.75,3
68.75,M,1.2101,-0.07119600000000001,0.043332,4,-67.5,5.5545,925.75,3
69.25,M,1.0459,0.043636,-0.047893,3,-51.0,4.7446,921.25,3
69.325,M,1.0459,0.043636,-0.047893,3,-51.0,5.3244,920.25,3
69.5,M,1.0459,0.032152999999999994,-0.070699,4,-66.0,0.14265999999999998,924.75,3
70.0,M,1.2452,-0.082679,0.043332,3,-51.0,5.0115,920.75,3
70.5,M,0.9169299999999999,0.05511900000000001,-0.082102,4,-62.5,5.6604,922.25,3
70.75,M,0.9169299999999999,0.05511900000000001,-0.082102,4,-64.0,4.1724,923.75,3
71.5,M,1.2804,-0.10565,0.054735,4,-63.0,2.0586,922.75,3
71.75,M,1.1866,-0.059712,0.031928,4,-63.0,1.5309,920.25,3
72.0,M,0.96383,0.05511900000000001,-0.070699,4,-66.0,0.18254,924.75,3
72.75,M,1.128,-0.036746,-0.013684,4,-63.5,5.7938,922.25,3
73.25,M,0.92865,0.05511900000000001,-0.09350499999999999,4,-64.5,4.3151,923.75,3
73.5,M,0.92865,0.05511900000000001,-0.09350499999999999,3,-51.0,1.2747,921.75,3
74.25,M,1.1983,-0.048229,0.031928,4,-63.0,3.6892,921.25,3
74.35,M,1.1983,-0.048229,0.031928,3,-51.0,5.3674,920.25,3
74.5,M,0.97555,0.05511900000000001,-0.070699,4,-65.5,0.15492999999999998,924.75,3
75.0,M,0.97555,0.05511900000000001,-0.070699,3,-50.5,5.145,920.75,3
75.1,M,0.97555,0.05511900000000001,-0.070699,4,-63.0,4.7523,923.25,3
75.25,M,0.9521,0.05511900000000001,-0.082102,4,-63.0,5.7601,922.25,3
76.25,M,0.97555,0.032152999999999994,-0.082102,4,-67.5,2.4436,925.75,3
76.5,M,0.96383,0.05511900000000001,-0.082102,4,-63.5,0.5322899999999999,921.25,3
77.5,M,1.2804,-0.082679,0.066138,4,-63.5,1.6076,923.25,3
78.0,M,0.9990100000000001,0.05511900000000001,-0.082102,4,-66.5,2.8179,925.25,3
78.5,M,1.2921,-0.10565,0.066138,4,-67.0,5.5346,925.75,3
78.75,M,1.1045,-0.0022965999999999998,-0.013684,4,-63.0,5.2155,922.75,3
79.25,M,1.0459,0.043636,-0.070699,3,-52.5,5.7816,924.75,3
79.5,M,1.1866,-0.036746,0.020525,4,-65.0,3.7705,924.25,3
80.25,M,1.128,-0.0022965999999999998,-0.013684,4,-63.0,5.7632,922.25,3
80.75,M,1.0576,0.020669999999999997,-0.059296,4,-63.0,0.013806,921.75,3
81.0,M,1.0576,0.020669999999999997,-0.059296,4,-64.0,5.1941,922.75,3
81.5,M,1.1632,-0.025263,0.0091224,4,-64.0,4.6142,920.25,3
81.75,M,1.1632,-0.025263,0.0091224,4,-66.5,0.098175,924.75,3
82.0,M,0.9403799999999999,0.05511900000000001,-0.082102,4,-63.0,4.1694,920.75,3
82.5,M,1.0694,0.020669999999999997,-0.025087,4,-63.0,5.7279,922.25,3
82.75,M,1.0694,0.020669999999999997,-0.025087,4,-67.0,5.9334,925.25,3
83.25,M,1.0576,0.020669999999999997,-0.059296,4,-67.5,5.5315,925.75,3
83.5,M,1.0576,0.020669999999999997,-0.059296,4,-63.0,5.2155,922.75,3
83.75,M,1.0576,0.020669999999999997,-0.059296,4,-63.5,0.5476300000000001,921.25,3
84.0,M,1.0576,0.020669999999999997,-0.059296,4,-63.5,4.7109,920.25,3
84.5,M,1.0107,0.032152999999999994,-0.059296,3,-51.0,5.0177,920.75,3
84.6,M,1.0107,0.032152999999999994,-0.059296,4,-63.5,4.1908,920.75,3
85.0,M,0.92865,0.05511900000000001,-0.09350499999999999,3,-51.0,0.96334,922.25,3
85.25,M,1.0342,0.05511900000000001,-0.070699,4,-64.0,4.2184,923.75,3
86.0,M,1.0225,0.05511900000000001,-0.070699,4,-63.0,2.0678,922.75,3
86.25,M,1.0225,0.05511900000000001,-0.070699,3,-50.5,4.6495,921.25,3
86.75,M,1.1983,-0.094162,-0.025087,4,-64.0,4.2092,924.75,3
86.825,M,1.1983,-0.094162,-0.025087,3,-50.5,4.3243,924.25,3
86.875,M,1.1983,-0.094162,-0.025087,1,-57.0,6.1467,924.25,3
87.0,M,1.1983,-0.094162,-0.025087,3,-49.5,0.10737999999999999,920.75,3
87.25,M,1.0459,0.26182,-0.059296,3,-50.0,5.1803,923.25,3
87.35,M,1.0459,0.26182,-0.059296,4,-62.0,5.7984,923.25,3
87.5,M,1.0576,0.22737,-0.082102,1,-58.5,4.7661,922.25,3
88.0,M,0.8231200000000001,0.57186,0.14595999999999998,4,-68.0,5.7969,923.75,1
89.75,M,0.8231200000000001,0.57186,0.14595999999999998,4,-61.5,4.5667,922.25,1
90.0,M,0.8231200000000001,0.57186,0.14595999999999998,3,-57.0,4.8704,925.25,1
90.75,M,0.47136000000000006,0.66373,0.5108600000000001,1,-60.0,0.24236999999999997,925.75,1
91.0,M,0.47136000000000006,0.66373,0.5108600000000001,1,-62.0,5.6865,922.75,1
91.75,M,0.47136000000000006,0.66373,0.5108600000000001,1,-58.5,5.7264,920.75,1
93.0,M,0.47136000000000006,0.66373,0.5108600000000001,1,-61.5,5.6174,921.75,1
93.25,M,0.47136000000000006,0.66373,0.5108600000000001,4,-57.5,0.49701000000000006,922.75,1
93.75,M,0.51826,0.92784,0.08894400000000001,1,-59.5,6.0147,920.25,1
94.25,M,0.51826,0.92784,0.08894400000000001,4,-57.0,5.9242,920.75,1
94.5,M,0.51826,0.92784,0.08894400000000001,4,-58.0,0.29146,923.25,1
94.75,M,0.51826,0.92784,0.08894400000000001,4,-57.5,1.1198,922.25,1
95.0,M,0.51826,0.92784,0.08894400000000001,1,-63.5,5.4426,925.25,1
95.75,M,0.38928,0.95081,0.14595999999999998,1,-60.5,5.01,922.75,1
96.0,M,0.38928,0.95081,0.14595999999999998,4,-56.0,0.73631,920.25,1
96.5,M,0.38928,0.95081,0.14595999999999998,4,-57.5,5.7079,924.75,1
96.75,M,0.38928,0.95081,0.14595999999999998,4,-56.5,0.1488,920.75,1
97.25,M,0.2134,1.0312,0.043332,1,-61.0,5.5361,922.25,1
97.5,M,0.2134,1.0312,0.043332,4,-58.0,5.2938,925.25,1
97.75,M,0.2134,1.0312,0.043332,1,-60.5,5.9227,921.75,1
98.5,M,0.23685,0.99674,0.08894400000000001,4,-56.5,0.65501,920.25,1
98.75,M,0.23685,0.99674,0.08894400000000001,1,-63.5,6.277,924.75,1
99.25,M,0.23685,0.99674,0.08894400000000001,4,-56.5,0.13499,920.75,1
99.5,M,0.37756,0.92784,0.14595999999999998,4,-56.5,4.898,922.25,1
99.75,M,0.37756,0.92784,0.14595999999999998,4,-58.0,5.2385,925.25,1
100.75,M,0.36583000000000004,0.93932,0.13455999999999999,1,-61.0,0.19635,921.25,1
101.0,M,0.36583000000000004,0.93932,0.13455999999999999,1,-60.5,1.0845,920.25,1
102.0,M,0.48308999999999996,0.9048700000000001,0.18017,1,-61.0,5.441,922.25,1
102.5,M,0.48308999999999996,0.9048700000000001,0.18017,1,-62.5,4.0497,923.75,1
102.75,M,0.48308999999999996,0.9048700000000001,0.18017,4,-56.5,5.4303,921.75,1
103.5,M,0.24858000000000002,0.98526,0.08894400000000001,4,-56.5,0.75165,920.25,1
103.6,M,0.24858000000000002,0.98526,0.08894400000000001,4,-57.5,5.7049,924.75,1
103.75,M,0.24858000000000002,0.98526,0.08894400000000001,1,-62.0,0.62126,924.25,1
104.25,M,0.24858000000000002,0.98526,0.08894400000000001,4,-56.5,0.2347,920.75,1
104.75,M,0.5534399999999999,0.89339,0.18017,4,-57.5,5.0821,925.25,1
105.0,M,0.5534399999999999,0.89339,0.18017,4,-57.0,0.21783000000000002,923.75,1
105.25,M,0.5534399999999999,0.89339,0.18017,4,-56.0,5.3398,921.75,1
105.5,M,0.5534399999999999,0.89339,0.18017,1,-60.0,5.0483,922.75,1
106.0,M,0.34238,0.97377,0.12315,4,-56.5,0.68262,920.25,1
106.25,M,0.34238,0.97377,0.12315,4,-57.5,5.6098,924.75,1
106.5,M,0.34238,0.97377,0.12315,4,-57.5,6.07,924.25,1
106.6,M,0.34238,0.97377,0.12315,4,-56.5,0.16414,920.75,1
106.75,M,0.34238,0.97377,0.12315,1,-60.5,4.6725,923.25,1
107.0,M,0.34238,0.97377,0.12315,4,-56.5,4.9133,922.25,1
107.5,M,0.52999,0.89339,0.20297,4,-56.5,5.4334,921.75,1
108.0,M,0.52999,0.89339,0.20297,1,-59.5,5.2247,922.75,1
108.1,M,0.52999,0.89339,0.20297,1,-59.5,0.31446999999999997,921.25,1
108.25,M,0.52999,0.89339,0.20297,1,-59.5,1.1428,920.25,1
108.5,M,0.52999,0.89339,0.20297,4,-57.5,5.5269,924.75,1
108.75,M,0.52999,0.89339,0.20297,4,-57.5,6.0163,924.25,1
109.03,M,0.52999,0.89339,0.20297,4,-56.5,0.15186,920.75,1
109.5,M,0.27203,1.0082,0.077541,1,-60.0,5.7233,922.25,1
109.75,M,0.27203,1.0082,0.077541,1,-61.0,4.4455,923.75,1
110.25,M,0.27203,1.0082,0.077541,4,-58.0,4.7277,925.75,1
110.75,M,0.23685,1.0197,0.031928,1,-60.0,1.0937,920.25,1
111.0,M,0.23685,1.0197,0.031928,4,-57.0,5.5085,924.75,1
111.25,M,0.23685,1.0197,0.031928,4,-57.5,5.9549,924.25,1
111.5,M,0.23685,1.0197,0.031928,1,-59.5,0.5767800000000001,920.75,1
111.75,M,0.23685,1.0197,0.031928,3,-60.5,5.1726,923.25,1
112.0,M,0.23685,1.0197,0.031928,4,-57.5,5.0269,925.25,1
112.5,M,0.27203,1.0082,0.077541,4,-56.0,5.3413,921.75,1
112.75,M,0.27203,1.0082,0.077541,1,-60.5,5.2171,922.75,1
113.5,M,0.34238,0.95081,0.11175,4,-57.5,5.6236,924.75,1
113.75,M,0.34238,0.95081,0.11175,1,-60.0,0.6473399999999999,920.75,1
114.0,M,0.34238,0.95081,0.11175,1,-60.5,4.648,923.25,1
114.75,M,0.2603,1.0082,0.066138,4,-57.0,0.16107,923.75,1
114.85,M,0.2603,1.0082,0.066138,4,-56.0,5.2754,921.75,1
115.0,M,0.2603,1.0082,0.066138,4,-58.0,4.5927,925.75,1
115.75,M,0.28376,0.98526,0.077541,4,-56.5,0.5476300000000001,920.25,1
116.0,M,0.28376,0.98526,0.077541,4,-57.5,2.3516,924.75,1
116.25,M,0.28376,0.98526,0.077541,4,-56.5,0.053689,920.75,1
116.33,M,0.28376,0.98526,0.077541,1,-60.5,4.6372,923.25,1
117.0,M,0.51826,0.9048700000000001,0.18017,4,-57.5,5.1787,925.25,1
117.13,M,0.51826,0.9048700000000001,0.18017,1,-61.5,4.2,923.75,1
117.5,M,0.51826,0.9048700000000001,0.18017,4,-58.5,1.5539,925.75,1
118.25,M,0.28376,0.99674,0.08894400000000001,4,-56.5,0.53383,920.25,1
118.5,M,0.28376,0.99674,0.08894400000000001,4,-57.5,5.9595,924.25,1
118.6,M,0.28376,0.99674,0.08894400000000001,4,-56.5,0.029146,920.75,1
118.75,M,0.28376,0.99674,0.08894400000000001,1,-59.5,0.39576999999999996,920.75,1
119.25,M,0.2134,1.0312,0.043332,4,-57.5,5.0146,925.25,1
119.5,M,0.2134,1.0312,0.043332,1,-60.5,3.9991,923.75,1
119.75,M,0.2134,1.0312,0.043332,1,-59.5,5.757000000000001,921.75,1
120.25,M,0.2134,1.0312,0.043332,4,-56.5,1.1582,922.75,1
120.75,M,0.50654,0.89339,0.19157000000000002,4,-57.5,5.5515,924.75,1
121.0,M,0.50654,0.89339,0.19157000000000002,4,-57.5,6.0086,924.25,1
121.25,M,0.50654,0.89339,0.19157000000000002,1,-60.0,0.5108199999999999,920.75,1
121.5,M,0.50654,0.89339,0.19157000000000002,4,-57.0,0.66728,923.25,1
122.0,M,0.52999,0.89339,0.18017,4,-57.0,0.19328,923.75,1
122.25,M,0.52999,0.89339,0.18017,4,-56.0,5.2769,921.75,1
122.5,M,0.52999,0.89339,0.18017,4,-56.0,1.1827,922.75,1
122.75,M,0.52999,0.89339,0.18017,1,-60.0,6.207999999999999,921.25,1
123.25,M,0.33066,0.96229,0.13455999999999999,1,-62.0,6.1589,924.75,1
123.5,M,0.33066,0.96229,0.13455999999999999,4,-56.0,6.2617,920.75,1
123.6,M,0.33066,0.96229,0.13455999999999999,4,-56.5,6.2786,920.75,1
123.75,M,0.33066,0.96229,0.13455999999999999,4,-56.5,0.64427,923.25,1
124.0,M,0.33066,0.96229,0.13455999999999999,1,-59.5,5.303,922.25,1
124.25,M,0.33066,0.96229,0.13455999999999999,1,-63.0,5.8153,925.25,1
124.75,M,0.36583000000000004,0.95081,0.15736,1,-64.5,5.5116,925.75,1
125.25,M,0.36583000000000004,0.95081,0.15736,4,-56.0,5.8429,921.25,1
125.35,M,0.36583000000000004,0.95081,0.15736,4,-56.0,0.60132,920.25,1
125.5,M,0.36583000000000004,0.95081,0.15736,4,-57.5,5.5499,924.75,1
126.0,M,0.33066,0.97377,0.12315,1,-60.0,0.42951000000000006,920.75,1
126.25,M,0.33066,0.97377,0.12315,4,-56.0,1.7135,922.25,1
126.5,M,0.33066,0.97377,0.12315,4,-57.0,5.0928,922.25,1
127.5,M,0.33066,0.97377,0.12315,4,-56.5,5.4963,922.75,4
127.6,M,0.33066,0.97377,0.12315,4,-57.5,0.69796,921.25,4
128.0,M,0.1196,0.9048700000000001,0.066138,1,-57.0,5.1266,924.75,4
128.25,M,0.1196,0.9048700000000001,0.066138,1,-57.0,0.65654,924.25,4
130.0,M,0.014071,0.97377,0.25999,1,-58.5,2.2565,922.75,4
130.75,M,0.38928,0.79004,0.066138,2,-57.0,0.5706399999999999,924.25,4
131.03,M,0.38928,0.79004,0.066138,2,-57.5,6.1375,920.75,4
132.25,M,-0.22044,0.96229,-0.16192,2,-51.0,0.87284,922.75,4
132.5,M,-0.32597,0.95081,0.11175,2,-51.0,6.0347,921.25,4
132.75,M,-0.4784,0.81301,0.08894400000000001,2,-58.0,2.2335,924.75,2
